id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading,keywords
pp-47-tahun-2014,PP 47 TAHUN 2014,Pengendalian dan Penanggulangan Penyakit Hewan,2014,47,"['Penyakit Hewan', 'Wabah', 'Penyakit Hewan Menular Strategis', 'Penyakit Hewan Eksotik', 'Hewan', 'Satwa Liar', 'Peternak', 'Perusahaan Peternakan', 'Laboratorium Veteriner', 'Dokter Hewan', 'Dokter Hewan Berwenang', 'Obat Hewan', 'Wilayah', 'Otoritas Veteriner', 'Pemerintah Daerah', 'Kementerian', 'Menteri']",[],"['KETENTUAN UMUM', 'PENGAMATAN DAN PENGIDENTIFIKASIAN PENYAKIT HEWAN', 'PENCEGAHAN PENYAKIT HEWAN', 'PENGAMANAN PENYAKIT HEWAN', 'PEMBERANTASAN PENYAKIT HEWAN', 'PENGOBATAN HEWAN', 'PERSYARATAN TEKNIS KESEHATAN HEWAN', 'SISTEM INFORMASI', 'KETENTUAN PENUTUP', 'Umum', 'Surveilans', 'Penyidikan', 'Pemeriksaan dan Pengujian', 'Peringatan Dini', 'Pelaporan', 'Penetapan Penyakit Hewan Menular Strategis', 'Penetapan Kawasan Pengamanan Penyakit Hewan Menular Strategis', 'Penerapan Prosedur Biosafety dan Biosecurity', 'Pengebalan Hewan', 'Pengawasan Lalu Lintas Hewan, Produk Hewan, dan Media Pembawa Penyakit Hewan Lainnya di Luar Wilayah Kerja Karantina', 'Kesiagaan Darurat Veteriner', 'Penerapan Kewaspadaan Dini', 'Penutupan Wilayah', 'Pembatasan Lalu Lintas Hewan Rentan, Produk Hewan, dan Media Pembawa Penyakit Hewan Lainnya yang Berisiko Tinggi', 'Pengisolasian Hewan Sakit atau Terduga Sakit', 'Penanganan Hewan Sakit', 'Pemusnahan Bangkai Hewan', 'Pengeradikasian Penyakit Hewan', 'Pendepopulasian Hewan', 'Persyaratan Teknis Kesehatan Hewan untuk Pemasukan Hewan, Produk Hewan Nonpangan, dan Media Pembawa Penyakit Hewan Lainnya ke Dalam Wilayah Negara Kesatuan Republik Indonesia', 'Persyaratan Teknis Kesehatan Hewan untuk Pengeluaran Hewan, Produk Hewan Nonpangan, dan Media Pembawa Penyakit Hewan Lainnya dari Wilayah Negara Kesatuan Republik Indonesia', 'Persyaratan Teknis Kesehatan Hewan untuk Lalu Lintas Hewan, Produk Hewan Nonpangan, dan Media Pembawa Penyakit Hewan Lainnya dari Satu Pulau ke Pulau Lain di dalam wilayah Negara Kesatuan Republik Indonesia dan Lalu Lintas Antarwilayah dalam Satu Pulau']","['Penyakit Hewan', 'Wabah', 'Penyakit Hewan Menular Strategis', 'Penyakit Hewan Eksotik', 'Hewan', 'Satwa Liar', 'Peternak', 'Perusahaan Peternakan', 'Laboratorium Veteriner', 'Dokter Hewan', 'Dokter Hewan Berwenang', 'Obat Hewan', 'Wilayah', 'Otoritas Veteriner', 'Pemerintah Daerah', 'Kementerian', 'Menteri', 'PENGAMATAN DAN PENGIDENTIFIKASIAN PENYAKIT HEWAN', 'PENCEGAHAN PENYAKIT HEWAN', 'PENGAMANAN PENYAKIT HEWAN', 'PEMBERANTASAN PENYAKIT HEWAN', 'PENGOBATAN HEWAN', 'PERSYARATAN TEKNIS KESEHATAN HEWAN', 'SISTEM INFORMASI', 'Umum', 'Surveilans', 'Penyidikan', 'Pemeriksaan dan Pengujian', 'Peringatan Dini', 'Pelaporan', 'Penetapan Penyakit Hewan Menular Strategis', 'Penetapan Kawasan Pengamanan Penyakit Hewan Menular Strategis', 'Penerapan Prosedur Biosafety dan Biosecurity', 'Pengebalan Hewan', 'Pengawasan Lalu Lintas Hewan, Produk Hewan, dan Media Pembawa Penyakit Hewan Lainnya di Luar Wilayah Kerja Karantina', 'Kesiagaan Darurat Veteriner', 'Penerapan Kewaspadaan Dini', 'Penutupan Wilayah', 'Pembatasan Lalu Lintas Hewan Rentan, Produk Hewan, dan Media Pembawa Penyakit Hewan Lainnya yang Berisiko Tinggi', 'Pengisolasian Hewan Sakit atau Terduga Sakit', 'Penanganan Hewan Sakit', 'Pemusnahan Bangkai Hewan', 'Pengeradikasian Penyakit Hewan', 'Pendepopulasian Hewan', 'Persyaratan Teknis Kesehatan Hewan untuk Pemasukan Hewan, Produk Hewan Nonpangan, dan Media Pembawa Penyakit Hewan Lainnya ke Dalam Wilayah Negara Kesatuan Republik Indonesia', 'Persyaratan Teknis Kesehatan Hewan untuk Pengeluaran Hewan, Produk Hewan Nonpangan, dan Media Pembawa Penyakit Hewan Lainnya dari Wilayah Negara Kesatuan Republik Indonesia', 'Persyaratan Teknis Kesehatan Hewan untuk Lalu Lintas Hewan, Produk Hewan Nonpangan, dan Media Pembawa Penyakit Hewan Lainnya dari Satu Pulau ke Pulau Lain di dalam wilayah Negara Kesatuan Republik Indonesia dan Lalu Lintas Antarwilayah dalam Satu Pulau']"
pp-48-tahun-2013,PP 48 TAHUN 2013,"Pemberian Gaji/Pensiun/Tunjangan Bulan Ketiga Belas dalam Tahun Anggaran 2013 Kepada Pegawai Negeri, Pejabat Negara, dan Penerima Pensiun/Tunjangan",2013,48,"['Pegawai Negeri', 'Pejabat Negara', 'Penerima pensiun', 'Penerima tunjangan']",[],[],"['Pegawai Negeri', 'Pejabat Negara', 'Penerima pensiun', 'Penerima tunjangan']"
106-pmk.02-2016,106/PMK.02/2016,Standar Biaya Keluaran Tahun Anggaran 2017,2016,106,['Standar Biaya Keluaran'],[],[],['Standar Biaya Keluaran']
275-pmk.05-2014,275/PMK.05/2014,Manual Statistik Keuangan Pemerintah Indonesia,2014,275,"['Statistik Keuangan Pemerintah', 'Manual Statistik Keuangan Pemerintah Indonesia', 'Laporan Statistik Keuangan Pemerintah']",[],[],"['Statistik Keuangan Pemerintah', 'Manual Statistik Keuangan Pemerintah Indonesia', 'Laporan Statistik Keuangan Pemerintah']"
100-pmk.05-2017,100/PMK.05/2017,Tarif Layanan Badan Layanan Umum Lembaga Pengelola Modal Usaha Kelautan dan Perikanan pada Kementerian Kelautan dan Perikanan,2017,100,['Tarif layanan Badan Layanan Umum Lembaga Pengelola Modal Usaha Kelautan dan Perikanan pada Kementerian Kelautan dan Perikanan'],[],[],['Tarif layanan Badan Layanan Umum Lembaga Pengelola Modal Usaha Kelautan dan Perikanan pada Kementerian Kelautan dan Perikanan']
114-pmk.02-2009,114/PMK.02/2009,Rekening Panas Bumi,2009,114,['Bank Indonesia'],[],[],['Bank Indonesia']
121-pmk.03-2009,121/PMK.03/2009,"Perlakuan Pajak Pertambahan Nilai dan Pajak Penjualan atas Barang Mewah atas Proyek Pemerintah untuk Rehabilitasi dan Rekonstruksi Wilayah dan Kehidupan Masyarakat Provinsi Nanggroe Aceh Darussalam dan Kepulauan Nias Provinsi Sumatera Utara
 Pascabencana Alam Gempa Bumi dan Tsunami yang Dibiayai dengan Hibah Luar Negeri yang Pelaksanaannya Belum Selesai Sampai dengan Tanggal 31 Maret 2009",2009,121,"['Undang-Undang PPN', 'PPN', 'Barang Kena Pajak', 'Jasa Kena Pajak', 'Pengusaha Kena Pajak', 'BRR', 'Proyek Pemerintah', 'Kontraktor Utama', 'Subkontraktor']","['BKP', 'JKP', 'PKP']",[],"['Undang-Undang PPN', 'PPN', 'Barang Kena Pajak', 'Jasa Kena Pajak', 'Pengusaha Kena Pajak', 'BRR', 'Proyek Pemerintah', 'Kontraktor Utama', 'Subkontraktor']"
29-pmk.011-2011,29/PMK.011/2011,Pajak Pertambahan Nilai Ditanggung Pemerintah atas Penyerahan Minyak Goreng Sawit Curah di dalam Negeri untuk Tahun Anggaran 2011,2011,29,['Pajak Pertambahan Nilai ditanggung Pemerintah'],[],[],['Pajak Pertambahan Nilai ditanggung Pemerintah']
26-pmk.010-2017,26/PMK.010/2017,Penetapan Tarif Bea Masuk dalam Rangka Asean-China Free Trade Area,2017,26,"['Menetapkan tarif bea masuk atas barang impor dari negara-negara anggota ASEAN dan negara Republik Rakyat Tiongkok dalam rangka ASEAN-China Free Trade Area', 'Klasifikasi barang atas barang impor', 'Terhadap penetapan tarif bea masuk']",[],[],"['Menetapkan tarif bea masuk atas barang impor dari negara-negara anggota ASEAN dan negara Republik Rakyat Tiongkok dalam rangka ASEAN-China Free Trade Area', 'Klasifikasi barang atas barang impor', 'Terhadap penetapan tarif bea masuk']"
pp-81-tahun-2012,PP 81 TAHUN 2012,Pengelolaan Sampah Rumah Tangga dan Sampah Sejenis Sampah Rumah Tangga,2012,81,"['Sampah rumah tangga', 'Sampah sejenis sampah rumah tangga', 'Pengelolaan sampah', 'Sumber sampah', 'Produsen', 'Tempat penampungan sementara', 'Tempat pengolahan sampah dengan prinsip 3R ( reduce, reuse, recycle', 'Tempat pengolahan sampah terpadu', 'Tempat pemrosesan akhir', 'Orang', 'Pemerintah pusat', 'Pemerintah daerah']","['TPS 3R', 'Pemerintah']","['KETENTUAN UMUM', 'KEBIJAKAN DAN STRATEGI PENGELOLAAN SAMPAH', 'PENYELENGGARAAN PENGELOLAAN SAMPAH', 'KOMPENSASI', 'PENGEMBANGAN DAN PENERAPAN TEKNOLOGI', 'SISTEM INFORMASI', 'PERAN MASYARAKAT', 'PEMBINAAN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Umum', 'Pengurangan Sampah', 'Penanganan Sampah']","['Sampah rumah tangga', 'Sampah sejenis sampah rumah tangga', 'Pengelolaan sampah', 'Sumber sampah', 'Produsen', 'Tempat penampungan sementara', 'Tempat pengolahan sampah dengan prinsip 3R ( reduce, reuse, recycle', 'Tempat pengolahan sampah terpadu', 'Tempat pemrosesan akhir', 'Orang', 'Pemerintah pusat', 'Pemerintah daerah', 'KEBIJAKAN DAN STRATEGI PENGELOLAAN SAMPAH', 'PENYELENGGARAAN PENGELOLAAN SAMPAH', 'KOMPENSASI', 'PENGEMBANGAN DAN PENERAPAN TEKNOLOGI', 'SISTEM INFORMASI', 'PERAN MASYARAKAT', 'PEMBINAAN', 'Umum', 'Pengurangan Sampah', 'Penanganan Sampah']"
172-pmk.08-2017,172/PMK.08/2017,Tata Cara Pengadaan Pinjaman Luar Negeri Tunai,2017,172,"['Pinjaman Tunai', 'Pinjaman Program', 'Pinjaman Siaga', 'Pinjaman Tunai Komersial', 'Kreditor Multilateral', 'Kreditor Bilateral', 'Kreditor Swasta Asing', 'Menteri Keuangan', 'Direktur Jenderal Pengelolaan Pembiayaan dan Risiko', 'Strategi Pengelolaan Utang Negara', 'Strategi Pembiayaan Tahunan']","['Menteri', 'Direktur Jenderal']","['KETENTUAN UMUM', 'RUANG LINGKUP', 'SUMBER PINJAMAN TUNAI', 'PENGADAAN PINJAMAN PROGRAM', 'PENGADAAN PINJAMAN SIAGA', 'PENGADAAN PINJAMAN TUNAI KOMERSIAL', 'KETENTUAN PENUTUP']","['Pinjaman Tunai', 'Pinjaman Program', 'Pinjaman Siaga', 'Pinjaman Tunai Komersial', 'Kreditor Multilateral', 'Kreditor Bilateral', 'Kreditor Swasta Asing', 'Menteri Keuangan', 'Direktur Jenderal Pengelolaan Pembiayaan dan Risiko', 'Strategi Pengelolaan Utang Negara', 'Strategi Pembiayaan Tahunan', 'RUANG LINGKUP', 'SUMBER PINJAMAN TUNAI', 'PENGADAAN PINJAMAN PROGRAM', 'PENGADAAN PINJAMAN SIAGA', 'PENGADAAN PINJAMAN TUNAI KOMERSIAL']"
90-pmk.05-2009,90/PMK.05/2009,Pengelolaan Uang Negara di Bank Indonesia,2009,90,"['Bendahara Umum Negara', 'Menteri Keuangan', 'Kuasa BUN', 'Kuasa BUN Pusat', 'Uang Negara', 'Pengelolaan Uang', 'Rekening Kas Umum Negara', 'Rekening Penempatan', 'Saldo Kas Minimal']",['Rekening KUN'],"['KETENTUAN UMUM', 'SALDO KAS MINIMAL', 'OPERASIONAL REKENING PENEMPATAN', 'BUNGA', 'PENATAUSAHAAN DAN PELAPORAN', 'KETENTUAN PERALIHAN', 'PENUTUP', 'Penggunaan Rekening', 'Penetapan Tingkat Bunga', 'Perhitungan dan Pembayaran Bunga']","['Bendahara Umum Negara', 'Menteri Keuangan', 'Kuasa BUN', 'Kuasa BUN Pusat', 'Uang Negara', 'Pengelolaan Uang', 'Rekening Kas Umum Negara', 'Rekening Penempatan', 'Saldo Kas Minimal', 'SALDO KAS MINIMAL', 'OPERASIONAL REKENING PENEMPATAN', 'BUNGA', 'PENATAUSAHAAN DAN PELAPORAN', 'PENUTUP', 'Penggunaan Rekening', 'Penetapan Tingkat Bunga', 'Perhitungan dan Pembayaran Bunga']"
240-pmk.01-2015,240/PMK.01/2015,Jaringan Dokumentasi dan Informasi Hukum di Lingkungan Kementerian Keuangan,2015,240,"['Jaringan Dokumentasi dan Informasi Hukum di lingkungan Kementerian Keuangan', 'Dokumen Hukum Bidang Keuangan dan Kekayaan Negara selanjutnya disebut Dokumen Hukum', 'Pengelolaan Dokumentasi dan Informasi Hukum Bidang Keuangan dan Kekayaan Negara']",['JDIH Kementerian Keuangan'],"['KETENTUAN UMUM', 'ORGANISASI JARINGAN DOKUMENTASI DAN INFORMASI HUKUM KEMENTERIAN KEUANGAN', 'TUGAS DAN FUNGSI PUSAT JDIH DAN ANGGOTA JDIH', 'ANGGARAN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Pengertian', 'Maksud dan Tujuan', 'Pusat JDIH', 'Anggota JDIH', 'Pedoman Pelaksanaan Tugas dan Fungsi', 'Tim Teknis JDIH']","['Jaringan Dokumentasi dan Informasi Hukum di lingkungan Kementerian Keuangan', 'Dokumen Hukum Bidang Keuangan dan Kekayaan Negara selanjutnya disebut Dokumen Hukum', 'Pengelolaan Dokumentasi dan Informasi Hukum Bidang Keuangan dan Kekayaan Negara', 'ORGANISASI JARINGAN DOKUMENTASI DAN INFORMASI HUKUM KEMENTERIAN KEUANGAN', 'TUGAS DAN FUNGSI PUSAT JDIH DAN ANGGOTA JDIH', 'ANGGARAN', 'Pengertian', 'Maksud dan Tujuan', 'Pusat JDIH', 'Anggota JDIH', 'Pedoman Pelaksanaan Tugas dan Fungsi', 'Tim Teknis JDIH']"
